practice_group,practice,region,office,city,state,final_url,displayed_phone,kw_test_url
"employment","Wrongful Termination","Los Angeles","Long Beach","Lakewood","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/lakewood/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/lakewood/?kw={keyword}"
"employment","Wrongful Termination","Los Angeles","Long Beach","Downey","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/downey/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/downey/?kw={keyword}"
"employment","Wrongful Termination","Los Angeles","Long Beach","Norwalk","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/norwalk/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/norwalk/?kw={keyword}"
"employment","Wrongful Termination","Los Angeles","Long Beach","Bellflower","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/bellflower/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/bellflower/?kw={keyword}"
"employment","Wrongful Termination","Los Angeles","Palmdale (office)","Palmdale","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/palmdale/","(800) 891-1876","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/palmdale/?kw={keyword}"
"employment","Wrongful Termination","Los Angeles","Palmdale","Santa Clarita","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/santa-clarita/","(800) 891-1876","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/santa-clarita/?kw={keyword}"
"employment","Wrongful Termination","Los Angeles","Palmdale","Victorville","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/victorville/","(800) 891-1876","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/victorville/?kw={keyword}"
"employment","Wrongful Termination","Los Angeles","Lancaster (office)","Lancaster","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/lancaster/","(800) 891-1876","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/lancaster/?kw={keyword}"
"employment","Wrongful Termination","Los Angeles","Lancaster","Antelope Valley","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/antelope-valley/","(800) 891-1876","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/antelope-valley/?kw={keyword}"
"employment","Wrongful Termination","Orange County","Irvine (office)","Irvine","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/irvine/","(949) 591-8266","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/irvine/?kw={keyword}"
"employment","Wrongful Termination","Orange County","Irvine","Santa Ana","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/santa-ana/","(949) 591-8266","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/santa-ana/?kw={keyword}"
"employment","Wrongful Termination","Orange County","Irvine","Huntington Beach","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/huntington-beach/","(949) 591-8266","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/huntington-beach/?kw={keyword}"
"employment","Wrongful Termination","Orange County","Irvine","Costa Mesa","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/costa-mesa/","(949) 591-8266","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/costa-mesa/?kw={keyword}"
"employment","Wrongful Termination","Orange County","Irvine","Newport Beach","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/newport-beach/","(949) 591-8266","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/newport-beach/?kw={keyword}"
"employment","Wrongful Termination","Orange County","Irvine","Mission Viejo","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/mission-viejo/","(949) 591-8266","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/mission-viejo/?kw={keyword}"
"employment","Wrongful Termination","Orange County","Irvine","Lake Forest","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/lake-forest/","(949) 591-8266","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/lake-forest/?kw={keyword}"
"employment","Wrongful Termination","Orange County","Irvine","Tustin","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/tustin/","(949) 591-8266","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/tustin/?kw={keyword}"
"employment","Wrongful Termination","Orange County","Orange (office)","Orange","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/orange/","(714) 386-1747","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/orange/?kw={keyword}"
"employment","Wrongful Termination","Orange County","Orange","Anaheim","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/anaheim/","(714) 386-1747","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/anaheim/?kw={keyword}"
"employment","Wrongful Termination","Orange County","Orange","Garden Grove","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/garden-grove/","(714) 386-1747","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/garden-grove/?kw={keyword}"
"employment","Wrongful Termination","Orange County","Orange","Fullerton","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/fullerton/","(714) 386-1747","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/fullerton/?kw={keyword}"
"employment","Wrongful Termination","Orange County","Orange","Westminster","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/westminster/","(714) 386-1747","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/westminster/?kw={keyword}"
"employment","Wrongful Termination","Inland Empire","Riverside (office)","Riverside","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/riverside/","(951) 557-6087","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/riverside/?kw={keyword}"
"employment","Wrongful Termination","Inland Empire","Riverside","Moreno Valley","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/moreno-valley/","(951) 557-6087","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/moreno-valley/?kw={keyword}"
"employment","Wrongful Termination","Inland Empire","Riverside","Corona","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/corona/","(951) 557-6087","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/corona/?kw={keyword}"
"employment","Wrongful Termination","Inland Empire","Riverside","Temecula","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/temecula/","(951) 557-6087","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/temecula/?kw={keyword}"
"employment","Wrongful Termination","Inland Empire","Riverside","Murrieta","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/murrieta/","(951) 557-6087","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/murrieta/?kw={keyword}"
"employment","Wrongful Termination","Inland Empire","Riverside","Hemet","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/hemet/","(951) 557-6087","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/hemet/?kw={keyword}"
"employment","Wrongful Termination","Inland Empire","Ontario (office)","Ontario","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/ontario/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/ontario/?kw={keyword}"
"employment","Wrongful Termination","Inland Empire","Ontario","San Bernardino","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/san-bernardino/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/san-bernardino/?kw={keyword}"
"employment","Wrongful Termination","Inland Empire","Ontario","Fontana","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/fontana/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/fontana/?kw={keyword}"
"employment","Wrongful Termination","Inland Empire","Ontario","Rancho Cucamonga","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/rancho-cucamonga/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/rancho-cucamonga/?kw={keyword}"
"employment","Wrongful Termination","Inland Empire","Ontario","Pomona","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/pomona/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/pomona/?kw={keyword}"
"employment","Wrongful Termination","Inland Empire","Ontario","Chino","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/chino/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/chino/?kw={keyword}"
"employment","Wrongful Termination","Inland Empire","Ontario","Rialto","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/rialto/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/rialto/?kw={keyword}"
"employment","Wrongful Termination","San Diego","San Diego (office)","San Diego","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/san-diego/","(619) 257-2818","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/san-diego/?kw={keyword}"
"employment","Wrongful Termination","San Diego","San Diego","Chula Vista","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/chula-vista/","(619) 257-2818","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/chula-vista/?kw={keyword}"
"employment","Wrongful Termination","San Diego","San Diego","Oceanside","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/oceanside/","(619) 257-2818","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/oceanside/?kw={keyword}"
"employment","Wrongful Termination","San Diego","San Diego","Escondido","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/escondido/","(619) 257-2818","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/escondido/?kw={keyword}"
"employment","Wrongful Termination","San Diego","San Diego","El Cajon","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/el-cajon/","(619) 257-2818","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/el-cajon/?kw={keyword}"
"employment","Wrongful Termination","San Diego","San Diego","Carlsbad","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/carlsbad/","(619) 257-2818","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/carlsbad/?kw={keyword}"
"employment","Wrongful Termination","San Diego","San Diego","National City","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/national-city/","(619) 257-2818","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/national-city/?kw={keyword}"
"employment","Wrongful Termination","Central Valley","Bakersfield (office)","Bakersfield","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/bakersfield/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/bakersfield/?kw={keyword}"
"employment","Wrongful Termination","Central Valley","Bakersfield","Delano","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/delano/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/delano/?kw={keyword}"
"employment","Wrongful Termination","Central Valley","Fresno (office)","Fresno","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/fresno/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/fresno/?kw={keyword}"
"employment","Wrongful Termination","Central Valley","Fresno","Clovis","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/clovis/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/clovis/?kw={keyword}"
"employment","Wrongful Termination","Central Valley","Fresno","Visalia","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/visalia/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/visalia/?kw={keyword}"
"employment","Wrongful Termination","Central Valley","Fresno","Madera","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/madera/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/madera/?kw={keyword}"
"employment","Wrongful Termination","Central Valley","Modesto (office)","Modesto","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/modesto/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/modesto/?kw={keyword}"
"employment","Wrongful Termination","Central Valley","Modesto","Stockton","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/stockton/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/stockton/?kw={keyword}"
"employment","Wrongful Termination","Central Valley","Modesto","Turlock","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/turlock/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/turlock/?kw={keyword}"
"employment","Wrongful Termination","Central Valley","Modesto","Merced","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/merced/","(800) 522-7274","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/merced/?kw={keyword}"
"employment","Wrongful Termination","Sacramento & Northern California","Sacramento (office)","Sacramento","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/sacramento/","(916) 957-0598","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/sacramento/?kw={keyword}"
"employment","Wrongful Termination","Sacramento & Northern California","Sacramento","Elk Grove","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/elk-grove/","(916) 957-0598","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/elk-grove/?kw={keyword}"
"employment","Wrongful Termination","Sacramento & Northern California","Sacramento","Roseville","CA","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/roseville/","(916) 957-0598","https://results.wilshirelawfirm.com/wrongful-termination-lawyer/roseville/?kw={keyword}"
